id,title,content,contents,content_length
Anatomy_Gray_2556,Anatomy_Gray,"Because only thin shelves of bone separate the sphenoidal sinuses from the nasal cavities below and hypophyseal fossa above, the pituitary gland can be surgically approached through the roof of the nasal cavities by passing first through the anteroinferior aspect of the sphenoid bone and into the sphenoidal sinuses and then through the top of the sphenoid bone into the hypophyseal fossa. Innervation of the sphenoidal sinuses is provided by: the posterior ethmoidal branch of the ophthalmic nerve [V1], and the maxillary nerve [V2] via orbital branches from the pterygopalatine ganglion. The sphenoidal sinuses are supplied by branches of the pharyngeal arteries from the maxillary arteries. Walls, floor, and roof The medial wall of each nasal cavity is the mucosa-covered surface of the thin nasal septum, which is oriented vertically in the median sagittal plane and separates the right and left nasal cavities from each other.","Anatomy_Gray. Because only thin shelves of bone separate the sphenoidal sinuses from the nasal cavities below and hypophyseal fossa above, the pituitary gland can be surgically approached through the roof of the nasal cavities by passing first through the anteroinferior aspect of the sphenoid bone and into the sphenoidal sinuses and then through the top of the sphenoid bone into the hypophyseal fossa. Innervation of the sphenoidal sinuses is provided by: the posterior ethmoidal branch of the ophthalmic nerve [V1], and the maxillary nerve [V2] via orbital branches from the pterygopalatine ganglion. The sphenoidal sinuses are supplied by branches of the pharyngeal arteries from the maxillary arteries. Walls, floor, and roof The medial wall of each nasal cavity is the mucosa-covered surface of the thin nasal septum, which is oriented vertically in the median sagittal plane and separates the right and left nasal cavities from each other.",933
Anatomy_Gray_2557,Anatomy_Gray,"The nasal septum (Fig. 8.236) consists of: the septal nasal cartilage anteriorly, posteriorly, mainly the vomer and the perpendicular plate of the ethmoid bone, small contributions by the nasal bones where they meet in the midline, and the nasal spine of the frontal bone, and contributions by the nasal crests of the maxillary and palatine bones, rostrum of the sphenoid bone, and the incisor crest of the maxilla. The floor of each nasal cavity (Fig. 8.237) is smooth, concave, and much wider than the roof. It consists of: soft tissues of the external nose, and the upper surface of the palatine process of the maxilla and the horizontal plate of the palatine bone, which together form the hard palate. The naris opens anteriorly into the floor, and the superior aperture of the incisive canal is deep to the mucosa immediately lateral to the nasal septum near the front of the hard palate.","Anatomy_Gray. The nasal septum (Fig. 8.236) consists of: the septal nasal cartilage anteriorly, posteriorly, mainly the vomer and the perpendicular plate of the ethmoid bone, small contributions by the nasal bones where they meet in the midline, and the nasal spine of the frontal bone, and contributions by the nasal crests of the maxillary and palatine bones, rostrum of the sphenoid bone, and the incisor crest of the maxilla. The floor of each nasal cavity (Fig. 8.237) is smooth, concave, and much wider than the roof. It consists of: soft tissues of the external nose, and the upper surface of the palatine process of the maxilla and the horizontal plate of the palatine bone, which together form the hard palate. The naris opens anteriorly into the floor, and the superior aperture of the incisive canal is deep to the mucosa immediately lateral to the nasal septum near the front of the hard palate.",893
Anatomy_Gray_2558,Anatomy_Gray,"The naris opens anteriorly into the floor, and the superior aperture of the incisive canal is deep to the mucosa immediately lateral to the nasal septum near the front of the hard palate. The roof of the nasal cavity is narrow and is highest in central regions where it is formed by the cribriform plate of the ethmoid bone (Fig. 8.238). Anterior to the cribriform plate the roof slopes inferiorly to the nares and is formed by: the nasal spine of the frontal bone and the nasal bones, and the lateral processes of the septal cartilage and major alar cartilages of the external nose. Posteriorly, the roof of each cavity slopes inferiorly to the choana and is formed by: the anterior surface of the sphenoid bone, the ala of the vomer and adjacent sphenoidal process of the palatine bone, and the vaginal process of the medial plate of the pterygoid process.","Anatomy_Gray. The naris opens anteriorly into the floor, and the superior aperture of the incisive canal is deep to the mucosa immediately lateral to the nasal septum near the front of the hard palate. The roof of the nasal cavity is narrow and is highest in central regions where it is formed by the cribriform plate of the ethmoid bone (Fig. 8.238). Anterior to the cribriform plate the roof slopes inferiorly to the nares and is formed by: the nasal spine of the frontal bone and the nasal bones, and the lateral processes of the septal cartilage and major alar cartilages of the external nose. Posteriorly, the roof of each cavity slopes inferiorly to the choana and is formed by: the anterior surface of the sphenoid bone, the ala of the vomer and adjacent sphenoidal process of the palatine bone, and the vaginal process of the medial plate of the pterygoid process.",858
Anatomy_Gray_2559,Anatomy_Gray,"Underlying the mucosa, the roof is perforated superiorly by openings in the cribriform plate, and anterior to these openings by a separate foramen for the anterior ethmoidal nerve and vessels. The opening between the sphenoidal sinus and the spheno-ethmoidal recess is on the posterior slope of the roof. The lateral wall of each nasal cavity is complex and is formed by bone, cartilage, and soft tissues. Bony support for the lateral wall (Fig. 8.239A) is provided by: the ethmoidal labyrinth, superior concha, middle concha and uncinate process, the perpendicular plate of the palatine bone, the medial pterygoid plate of the sphenoid bone, the medial surfaces of the lacrimal bones and maxillae, and the inferior concha.","Anatomy_Gray. Underlying the mucosa, the roof is perforated superiorly by openings in the cribriform plate, and anterior to these openings by a separate foramen for the anterior ethmoidal nerve and vessels. The opening between the sphenoidal sinus and the spheno-ethmoidal recess is on the posterior slope of the roof. The lateral wall of each nasal cavity is complex and is formed by bone, cartilage, and soft tissues. Bony support for the lateral wall (Fig. 8.239A) is provided by: the ethmoidal labyrinth, superior concha, middle concha and uncinate process, the perpendicular plate of the palatine bone, the medial pterygoid plate of the sphenoid bone, the medial surfaces of the lacrimal bones and maxillae, and the inferior concha.",723
Anatomy_Gray_2560,Anatomy_Gray,"In the external nose, the lateral wall of the cavity is supported by cartilage (lateral process of the septal cartilage and major and minor alar cartilages) and by soft tissues. The surface of the lateral wall is irregular in contour and is interrupted by the three nasal conchae. The inferior, middle, and superior conchae (Fig. 8.239B) extend medially across the nasal cavity, separating it into four air channels, an inferior, middle, and superior meatus and a spheno-ethmoidal recess. The conchae do not extend forward into the external nose. The anterior end of each concha curves inferiorly to form a lip that overlies the end of the related meatus. Immediately inferior to the attachment of the middle concha and just anterior to the midpoint of the concha, the lateral wall of the middle meatus elevates to form the dome-shaped ethmoidal bulla (Fig. 8.239C). This is formed by the underlying middle ethmoidal cells, which expand the medial wall of the ethmoidal labyrinth.","Anatomy_Gray. In the external nose, the lateral wall of the cavity is supported by cartilage (lateral process of the septal cartilage and major and minor alar cartilages) and by soft tissues. The surface of the lateral wall is irregular in contour and is interrupted by the three nasal conchae. The inferior, middle, and superior conchae (Fig. 8.239B) extend medially across the nasal cavity, separating it into four air channels, an inferior, middle, and superior meatus and a spheno-ethmoidal recess. The conchae do not extend forward into the external nose. The anterior end of each concha curves inferiorly to form a lip that overlies the end of the related meatus. Immediately inferior to the attachment of the middle concha and just anterior to the midpoint of the concha, the lateral wall of the middle meatus elevates to form the dome-shaped ethmoidal bulla (Fig. 8.239C). This is formed by the underlying middle ethmoidal cells, which expand the medial wall of the ethmoidal labyrinth.",980
Anatomy_Gray_2561,Anatomy_Gray,"Inferior to the ethmoidal bulla is a curved gutter (the semilunar hiatus), which is formed by the mucosa covering the lateral wall as it spans a defect in the bony wall between the ethmoidal bulla above and the uncinate process below. The anterior end of the semilunar hiatus forms a channel (the ethmoidal infundibulum), which curves upward and continues as the frontonasal duct through the anterior part of the ethmoidal labyrinth to open into the frontal sinus. The nasolacrimal duct and most of the paranasal sinuses open onto the lateral wall of the nasal cavity (Fig. 8.239C): The nasolacrimal duct opens onto the lateral wall of the inferior nasal meatus under the anterior lip of the inferior concha—it drains tears from the conjunctival sac of the eye into the nasal cavity and originates at the inferior end of the lacrimal sac on the anteromedial wall of the orbit.","Anatomy_Gray. Inferior to the ethmoidal bulla is a curved gutter (the semilunar hiatus), which is formed by the mucosa covering the lateral wall as it spans a defect in the bony wall between the ethmoidal bulla above and the uncinate process below. The anterior end of the semilunar hiatus forms a channel (the ethmoidal infundibulum), which curves upward and continues as the frontonasal duct through the anterior part of the ethmoidal labyrinth to open into the frontal sinus. The nasolacrimal duct and most of the paranasal sinuses open onto the lateral wall of the nasal cavity (Fig. 8.239C): The nasolacrimal duct opens onto the lateral wall of the inferior nasal meatus under the anterior lip of the inferior concha—it drains tears from the conjunctival sac of the eye into the nasal cavity and originates at the inferior end of the lacrimal sac on the anteromedial wall of the orbit.",876
Anatomy_Gray_2562,Anatomy_Gray,"The frontal sinus drains via the frontonasal duct and ethmoidal infundibulum into the anterior end of the semilunar hiatus on the lateral wall of the middle nasal meatus—the anterior ethmoidal cells drain into the frontonasal duct or ethmoidal infundibulum (in some cases, the frontal sinus drains directly into the anterior end of the middle nasal meatus and the frontonasal duct ends blindly in the anterior ethmoidal cells). The middle ethmoidal cells open onto or just above the ethmoidal bulla. The posterior ethmoidal cells usually open onto the lateral wall of the superior nasal meatus. The large maxillary sinus opens into the semilunar hiatus, usually just inferior to the center of the ethmoidal bulla—this opening is near the roof of the maxillary sinus. The only paranasal sinus that does not drain onto the lateral wall of the nasal cavity is the sphenoidal sinus, which usually opens onto the sloping posterior roof of the nasal cavity.","Anatomy_Gray. The frontal sinus drains via the frontonasal duct and ethmoidal infundibulum into the anterior end of the semilunar hiatus on the lateral wall of the middle nasal meatus—the anterior ethmoidal cells drain into the frontonasal duct or ethmoidal infundibulum (in some cases, the frontal sinus drains directly into the anterior end of the middle nasal meatus and the frontonasal duct ends blindly in the anterior ethmoidal cells). The middle ethmoidal cells open onto or just above the ethmoidal bulla. The posterior ethmoidal cells usually open onto the lateral wall of the superior nasal meatus. The large maxillary sinus opens into the semilunar hiatus, usually just inferior to the center of the ethmoidal bulla—this opening is near the roof of the maxillary sinus. The only paranasal sinus that does not drain onto the lateral wall of the nasal cavity is the sphenoidal sinus, which usually opens onto the sloping posterior roof of the nasal cavity.",951
Anatomy_Gray_2563,Anatomy_Gray,"The only paranasal sinus that does not drain onto the lateral wall of the nasal cavity is the sphenoidal sinus, which usually opens onto the sloping posterior roof of the nasal cavity. The nares are oval apertures on the inferior aspect of the external nose and are the anterior openings of the nasal cavities (Fig. 8.240A). They are held open by the surrounding alar cartilages and septal cartilage, and by the inferior nasal spine and adjacent margins of the maxillae. Although the nares are continuously open, they can be widened further by the action of the related muscles of facial expression (nasalis, depressor septi nasi, and levator labii superioris alaeque nasi muscles; Fig. 8.240B).","Anatomy_Gray. The only paranasal sinus that does not drain onto the lateral wall of the nasal cavity is the sphenoidal sinus, which usually opens onto the sloping posterior roof of the nasal cavity. The nares are oval apertures on the inferior aspect of the external nose and are the anterior openings of the nasal cavities (Fig. 8.240A). They are held open by the surrounding alar cartilages and septal cartilage, and by the inferior nasal spine and adjacent margins of the maxillae. Although the nares are continuously open, they can be widened further by the action of the related muscles of facial expression (nasalis, depressor septi nasi, and levator labii superioris alaeque nasi muscles; Fig. 8.240B).",695
Anatomy_Gray_2564,Anatomy_Gray,"The choanae are the oval-shaped openings between the nasal cavities and the nasopharynx (Fig. 8.241). Unlike the nares, which have flexible borders of cartilage and soft tissues, the choanae are rigid openings completely surrounded by bone, and their margins are formed: inferiorly by the posterior border of the horizontal plate of the palatine bone, laterally by the posterior margin of the medial plate of the pterygoid process, and medially by the posterior border of the vomer. The roof of the choanae is formed: anteriorly by the ala of the vomer and the vaginal process of the medial plate of the pterygoid process, and posteriorly by the body of the sphenoid bone. There are a number of routes by which nerves and vessels enter and leave the soft tissues lining each nasal cavity (Fig. 8.242), and these include the cribriform plate, sphenopalatine foramen, incisive canal, and small foramina in the lateral wall, and around the margin of the nares.","Anatomy_Gray. The choanae are the oval-shaped openings between the nasal cavities and the nasopharynx (Fig. 8.241). Unlike the nares, which have flexible borders of cartilage and soft tissues, the choanae are rigid openings completely surrounded by bone, and their margins are formed: inferiorly by the posterior border of the horizontal plate of the palatine bone, laterally by the posterior margin of the medial plate of the pterygoid process, and medially by the posterior border of the vomer. The roof of the choanae is formed: anteriorly by the ala of the vomer and the vaginal process of the medial plate of the pterygoid process, and posteriorly by the body of the sphenoid bone. There are a number of routes by which nerves and vessels enter and leave the soft tissues lining each nasal cavity (Fig. 8.242), and these include the cribriform plate, sphenopalatine foramen, incisive canal, and small foramina in the lateral wall, and around the margin of the nares.",957
Anatomy_Gray_2565,Anatomy_Gray,"The fibers of the olfactory nerve [I] exit the nasal cavity and enter the cranial cavity through perforations in the cribriform plate. In addition, small foramina between the cribriform plate and surrounding bone allow the anterior ethmoidal nerve, a branch of the ophthalmic nerve [V1], and accompanying vessels to pass from the orbit into the cranial cavity and then down into the nasal cavity. In addition, there is a connection in some individuals between nasal veins and the superior sagittal sinus of the cranial cavity through a prominent foramen (the foramen cecum) in the midline between the crista galli and frontal bone.","Anatomy_Gray. The fibers of the olfactory nerve [I] exit the nasal cavity and enter the cranial cavity through perforations in the cribriform plate. In addition, small foramina between the cribriform plate and surrounding bone allow the anterior ethmoidal nerve, a branch of the ophthalmic nerve [V1], and accompanying vessels to pass from the orbit into the cranial cavity and then down into the nasal cavity. In addition, there is a connection in some individuals between nasal veins and the superior sagittal sinus of the cranial cavity through a prominent foramen (the foramen cecum) in the midline between the crista galli and frontal bone.",631
Anatomy_Gray_2566,Anatomy_Gray,"One of the most important routes by which nerves and vessels enter and leave the nasal cavity is the sphenopalatine foramen in the posterolateral wall of the superior nasal meatus. This foramen is just superior to the attachment of the posterior end of the middle nasal concha and is formed by the sphenopalatine notch in the palatine bone and the body of the sphenoid bone. The sphenopalatine foramen is a route of communication between the nasal cavity and the pterygopalatine fossa. Major structures passing through the foramen are: the sphenopalatine branch of the maxillary artery, the nasopalatine branch of the maxillary nerve [V2], and superior nasal branches of the maxillary nerve [V2].","Anatomy_Gray. One of the most important routes by which nerves and vessels enter and leave the nasal cavity is the sphenopalatine foramen in the posterolateral wall of the superior nasal meatus. This foramen is just superior to the attachment of the posterior end of the middle nasal concha and is formed by the sphenopalatine notch in the palatine bone and the body of the sphenoid bone. The sphenopalatine foramen is a route of communication between the nasal cavity and the pterygopalatine fossa. Major structures passing through the foramen are: the sphenopalatine branch of the maxillary artery, the nasopalatine branch of the maxillary nerve [V2], and superior nasal branches of the maxillary nerve [V2].",696
Anatomy_Gray_2567,Anatomy_Gray,"Another route by which structures enter and leave the nasal cavities is through the incisive canal in the floor of each nasal cavity. This canal is immediately lateral to the nasal septum and just posterosuperior to the root of the central incisor in the maxilla. The two incisive canals, one on each side, both open into the single unpaired incisive fossa in the roof of the oral cavity and transmit: the nasopalatine nerve from the nasal cavity into the oral cavity, and the terminal end of the greater palatine artery from the oral cavity into the nasal cavity. Small foramina in the lateral wall Other routes by which vessels and nerves get into and out of the nasal cavity include the nares and small foramina in the lateral wall: Internal nasal branches of the infra-orbital nerve of the maxillary nerve [V2] and alar branches of the nasal artery from the facial artery loop around the margin of the naris to gain entry to the lateral wall of the nasal cavity from the face.","Anatomy_Gray. Another route by which structures enter and leave the nasal cavities is through the incisive canal in the floor of each nasal cavity. This canal is immediately lateral to the nasal septum and just posterosuperior to the root of the central incisor in the maxilla. The two incisive canals, one on each side, both open into the single unpaired incisive fossa in the roof of the oral cavity and transmit: the nasopalatine nerve from the nasal cavity into the oral cavity, and the terminal end of the greater palatine artery from the oral cavity into the nasal cavity. Small foramina in the lateral wall Other routes by which vessels and nerves get into and out of the nasal cavity include the nares and small foramina in the lateral wall: Internal nasal branches of the infra-orbital nerve of the maxillary nerve [V2] and alar branches of the nasal artery from the facial artery loop around the margin of the naris to gain entry to the lateral wall of the nasal cavity from the face.",980
Anatomy_Gray_2568,Anatomy_Gray,"Inferior nasal branches from the greater palatine branch of the maxillary nerve [V2] enter the lateral wall of the nasal cavity from the palatine canal by passing through small foramina on the lateral wall. The nasal cavities have a rich vascular supply for altering the humidity and temperature of respired air. In fact, the submucosa of the respiratory region, particularly that related to the conchae and septum, is often described as “erectile” or “cavernous” because the tissue enlarges or shrinks depending on the amount of blood flowing into the system. Arteries that supply the nasal cavity include vessels that originate from both the internal and external carotid arteries (Fig. 8.243): Vessels that originate from branches of the external carotid artery include the sphenopalatine, greater palatine, superior labial, and lateral nasal arteries. Vessels that originate from branches of the internal carotid artery are the anterior and posterior ethmoidal arteries.","Anatomy_Gray. Inferior nasal branches from the greater palatine branch of the maxillary nerve [V2] enter the lateral wall of the nasal cavity from the palatine canal by passing through small foramina on the lateral wall. The nasal cavities have a rich vascular supply for altering the humidity and temperature of respired air. In fact, the submucosa of the respiratory region, particularly that related to the conchae and septum, is often described as “erectile” or “cavernous” because the tissue enlarges or shrinks depending on the amount of blood flowing into the system. Arteries that supply the nasal cavity include vessels that originate from both the internal and external carotid arteries (Fig. 8.243): Vessels that originate from branches of the external carotid artery include the sphenopalatine, greater palatine, superior labial, and lateral nasal arteries. Vessels that originate from branches of the internal carotid artery are the anterior and posterior ethmoidal arteries.",974
Anatomy_Gray_2569,Anatomy_Gray,"Vessels that originate from branches of the internal carotid artery are the anterior and posterior ethmoidal arteries. The largest vessel supplying the nasal cavity is the sphenopalatine artery (Fig. 8.243), which is the terminal branch of the maxillary artery in the pterygopalatine fossa. It leaves the pterygopalatine fossa and enters the nasal cavity by passing medially through the sphenopalatine foramen and onto the lateral wall of the nasal cavity. Posterior lateral nasal branches supply a large part of the lateral wall and anastomose anteriorly with branches from the anterior and posterior ethmoidal arteries, and with lateral nasal branches of the facial artery.","Anatomy_Gray. Vessels that originate from branches of the internal carotid artery are the anterior and posterior ethmoidal arteries. The largest vessel supplying the nasal cavity is the sphenopalatine artery (Fig. 8.243), which is the terminal branch of the maxillary artery in the pterygopalatine fossa. It leaves the pterygopalatine fossa and enters the nasal cavity by passing medially through the sphenopalatine foramen and onto the lateral wall of the nasal cavity. Posterior lateral nasal branches supply a large part of the lateral wall and anastomose anteriorly with branches from the anterior and posterior ethmoidal arteries, and with lateral nasal branches of the facial artery.",675
Anatomy_Gray_2570,Anatomy_Gray,Posterior septal branches of the sphenopalatine artery pass over the roof of the cavity and onto the nasal septum where they contribute to the blood supply of the medial wall. One of these latter branches continues forward down the nasal septum to anastomose with the terminal end of the greater palatine artery and septal branches of the superior labial artery. The terminal end of the greater palatine artery enters the anterior aspect of the floor of the nasal cavity by passing up through the incisive canal from the roof of the oral cavity (Fig. 8.243).,Anatomy_Gray. Posterior septal branches of the sphenopalatine artery pass over the roof of the cavity and onto the nasal septum where they contribute to the blood supply of the medial wall. One of these latter branches continues forward down the nasal septum to anastomose with the terminal end of the greater palatine artery and septal branches of the superior labial artery. The terminal end of the greater palatine artery enters the anterior aspect of the floor of the nasal cavity by passing up through the incisive canal from the roof of the oral cavity (Fig. 8.243).,558
Anatomy_Gray_2571,Anatomy_Gray,"The terminal end of the greater palatine artery enters the anterior aspect of the floor of the nasal cavity by passing up through the incisive canal from the roof of the oral cavity (Fig. 8.243). Like the sphenopalatine artery, the greater palatine artery arises in the pterygopalatine fossa as a branch of the maxillary artery. It passes first onto the roof of the oral cavity by passing down through the palatine canal and greater palatine foramen to the posterior aspect of the palate, then passes forward on the undersurface of the palate, and up through the incisive fossa and canal to reach the floor of the nasal cavity. The greater palatine artery supplies anterior regions of the medial wall and adjacent floor of the nasal cavity, and anastomoses with the septal branch of the sphenopalatine artery. The superior labial artery and the lateral nasal artery originate from the facial artery on the front of the face.","Anatomy_Gray. The terminal end of the greater palatine artery enters the anterior aspect of the floor of the nasal cavity by passing up through the incisive canal from the roof of the oral cavity (Fig. 8.243). Like the sphenopalatine artery, the greater palatine artery arises in the pterygopalatine fossa as a branch of the maxillary artery. It passes first onto the roof of the oral cavity by passing down through the palatine canal and greater palatine foramen to the posterior aspect of the palate, then passes forward on the undersurface of the palate, and up through the incisive fossa and canal to reach the floor of the nasal cavity. The greater palatine artery supplies anterior regions of the medial wall and adjacent floor of the nasal cavity, and anastomoses with the septal branch of the sphenopalatine artery. The superior labial artery and the lateral nasal artery originate from the facial artery on the front of the face.",924
Anatomy_Gray_2572,Anatomy_Gray,"The superior labial artery and the lateral nasal artery originate from the facial artery on the front of the face. The superior labial artery originates from the facial artery near the lateral end of the oral fissure and passes medially in the lip, supplying the lip and giving rise to branches that supply the nose and nasal cavity. An alar branch supplies the region around the lateral aspect of the naris and a septal branch passes into the nasal cavity and supplies anterior regions of the nasal septum. The lateral nasal artery originates from the facial artery in association with the margin of the external nose and contributes to the blood supply of the external nose. Alar branches pass around the lateral margin of the naris and supply the nasal vestibule.","Anatomy_Gray. The superior labial artery and the lateral nasal artery originate from the facial artery on the front of the face. The superior labial artery originates from the facial artery near the lateral end of the oral fissure and passes medially in the lip, supplying the lip and giving rise to branches that supply the nose and nasal cavity. An alar branch supplies the region around the lateral aspect of the naris and a septal branch passes into the nasal cavity and supplies anterior regions of the nasal septum. The lateral nasal artery originates from the facial artery in association with the margin of the external nose and contributes to the blood supply of the external nose. Alar branches pass around the lateral margin of the naris and supply the nasal vestibule.",766
Anatomy_Gray_2573,Anatomy_Gray,"The anterior and posterior ethmoidal arteries (Fig. 8.243) originate in the orbit from the ophthalmic artery, which originates in the cranial cavity as a major branch of the internal carotid artery. They pass through canals in the medial wall of the orbit between the ethmoidal labyrinth and frontal bone, supply the adjacent paranasal sinuses, and then enter the cranial cavity immediately lateral and superior to the cribriform plate. The posterior ethmoidal artery descends into the nasal cavity through the cribriform plate and has branches to the upper parts of the medial and lateral walls.","Anatomy_Gray. The anterior and posterior ethmoidal arteries (Fig. 8.243) originate in the orbit from the ophthalmic artery, which originates in the cranial cavity as a major branch of the internal carotid artery. They pass through canals in the medial wall of the orbit between the ethmoidal labyrinth and frontal bone, supply the adjacent paranasal sinuses, and then enter the cranial cavity immediately lateral and superior to the cribriform plate. The posterior ethmoidal artery descends into the nasal cavity through the cribriform plate and has branches to the upper parts of the medial and lateral walls.",596
Anatomy_Gray_2574,Anatomy_Gray,"The posterior ethmoidal artery descends into the nasal cavity through the cribriform plate and has branches to the upper parts of the medial and lateral walls. The anterior ethmoidal artery passes forward, with the accompanying anterior ethmoidal nerve, in a groove on the cribriform plate and enters the nasal cavity by descending through a slit-like foramen immediately lateral to the crista galli. It gives rise to branches that supply the medial (septal) and lateral wall of the nasal cavity and then continues forward on the deep surface of the nasal bone, and terminates by passing between the nasal bone and lateral nasal cartilage to emerge on the external nose as the external nasal branch to supply skin and adjacent tissues.","Anatomy_Gray. The posterior ethmoidal artery descends into the nasal cavity through the cribriform plate and has branches to the upper parts of the medial and lateral walls. The anterior ethmoidal artery passes forward, with the accompanying anterior ethmoidal nerve, in a groove on the cribriform plate and enters the nasal cavity by descending through a slit-like foramen immediately lateral to the crista galli. It gives rise to branches that supply the medial (septal) and lateral wall of the nasal cavity and then continues forward on the deep surface of the nasal bone, and terminates by passing between the nasal bone and lateral nasal cartilage to emerge on the external nose as the external nasal branch to supply skin and adjacent tissues.",735
Anatomy_Gray_2575,Anatomy_Gray,"Vessels that supply the nasal cavities form extensive anastomoses with each other. This is particularly evident in the anterior region of the medial wall where there are anastomoses between branches of the greater palatine, sphenopalatine, superior labial, and anterior ethmoidal arteries, and where the vessels are relatively close to the surface (Fig. 8.243B). This area is the major site of nosebleeds, or epistaxis. Veins draining the nasal cavities generally follow the arteries (Fig. 8.244): Veins that pass with branches that ultimately originate from the maxillary artery drain into the pterygoid plexus of veins in the infratemporal fossa. Veins from anterior regions of the nasal cavities join the facial vein.","Anatomy_Gray. Vessels that supply the nasal cavities form extensive anastomoses with each other. This is particularly evident in the anterior region of the medial wall where there are anastomoses between branches of the greater palatine, sphenopalatine, superior labial, and anterior ethmoidal arteries, and where the vessels are relatively close to the surface (Fig. 8.243B). This area is the major site of nosebleeds, or epistaxis. Veins draining the nasal cavities generally follow the arteries (Fig. 8.244): Veins that pass with branches that ultimately originate from the maxillary artery drain into the pterygoid plexus of veins in the infratemporal fossa. Veins from anterior regions of the nasal cavities join the facial vein.",720
Anatomy_Gray_2576,Anatomy_Gray,"Veins from anterior regions of the nasal cavities join the facial vein. In some individuals, an additional nasal vein passes superiorly through a midline aperture (the foramen cecum), in the frontal bone anterior to the crista galli, and joins with the anterior end of the superior sagittal sinus. Because this nasal vein connects an intracranial venous sinus with extracranial veins, it is classified as an emissary vein. Emissary veins in general are routes by which infections can track from peripheral regions into the cranial cavity. Veins that accompany the anterior and posterior ethmoidal arteries are tributaries of the superior ophthalmic vein, which is one of the largest emissary veins and drains into the cavernous sinus on either side of the hypophyseal fossa. Nerves that innervate the nasal cavities (Fig. 8.245) are: the olfactory nerve [I] for olfaction, and branches of the ophthalmic [V1] and maxillary [V2] nerves for general sensation.","Anatomy_Gray. Veins from anterior regions of the nasal cavities join the facial vein. In some individuals, an additional nasal vein passes superiorly through a midline aperture (the foramen cecum), in the frontal bone anterior to the crista galli, and joins with the anterior end of the superior sagittal sinus. Because this nasal vein connects an intracranial venous sinus with extracranial veins, it is classified as an emissary vein. Emissary veins in general are routes by which infections can track from peripheral regions into the cranial cavity. Veins that accompany the anterior and posterior ethmoidal arteries are tributaries of the superior ophthalmic vein, which is one of the largest emissary veins and drains into the cavernous sinus on either side of the hypophyseal fossa. Nerves that innervate the nasal cavities (Fig. 8.245) are: the olfactory nerve [I] for olfaction, and branches of the ophthalmic [V1] and maxillary [V2] nerves for general sensation.",957
Anatomy_Gray_2577,Anatomy_Gray,"Nerves that innervate the nasal cavities (Fig. 8.245) are: the olfactory nerve [I] for olfaction, and branches of the ophthalmic [V1] and maxillary [V2] nerves for general sensation. Secretomotor innervation of mucous glands in the nasal cavities and paranasal sinuses is by parasympathetic fibers from the facial nerve [VII], which mainly join branches of the maxillary nerve [V2] in the pterygopalatine fossa. The olfactory nerve [I] is composed of axons from receptors in the olfactory epithelium at the top of each nasal cavity. Bundles of these axons pass superiorly through perforations in the cribriform plate to synapse with neurons in the olfactory bulb of the brain. Branches from the ophthalmic nerve [V1] Branches from the ophthalmic nerve [V1] that innervate the nasal cavity are the anterior and posterior ethmoidal nerves, which originate from the nasociliary nerve in the orbit.","Anatomy_Gray. Nerves that innervate the nasal cavities (Fig. 8.245) are: the olfactory nerve [I] for olfaction, and branches of the ophthalmic [V1] and maxillary [V2] nerves for general sensation. Secretomotor innervation of mucous glands in the nasal cavities and paranasal sinuses is by parasympathetic fibers from the facial nerve [VII], which mainly join branches of the maxillary nerve [V2] in the pterygopalatine fossa. The olfactory nerve [I] is composed of axons from receptors in the olfactory epithelium at the top of each nasal cavity. Bundles of these axons pass superiorly through perforations in the cribriform plate to synapse with neurons in the olfactory bulb of the brain. Branches from the ophthalmic nerve [V1] Branches from the ophthalmic nerve [V1] that innervate the nasal cavity are the anterior and posterior ethmoidal nerves, which originate from the nasociliary nerve in the orbit.",894
Anatomy_Gray_2578,Anatomy_Gray,"The anterior ethmoidal nerve (Fig. 8.245) travels with the anterior ethmoidal artery and leaves the orbit through a canal between the ethmoidal labyrinth and the frontal bone. It passes through and supplies the adjacent ethmoidal cells and frontal sinus, and then enters the cranial cavity immediately lateral and superior to the cribriform plate. It then travels forward in a groove on the cribriform plate and enters the nasal cavity by descending through a slit-like foramen immediately lateral to the crista galli. It has branches to the medial and lateral wall of the nasal cavity and then continues forward on the undersurface of the nasal bone. It passes onto the external surface of the nose by traveling between the nasal bone and lateral nasal cartilage, and then terminates as the external nasal nerve, which supplies skin around the naris, in the nasal vestibule, and on the tip of the nose.","Anatomy_Gray. The anterior ethmoidal nerve (Fig. 8.245) travels with the anterior ethmoidal artery and leaves the orbit through a canal between the ethmoidal labyrinth and the frontal bone. It passes through and supplies the adjacent ethmoidal cells and frontal sinus, and then enters the cranial cavity immediately lateral and superior to the cribriform plate. It then travels forward in a groove on the cribriform plate and enters the nasal cavity by descending through a slit-like foramen immediately lateral to the crista galli. It has branches to the medial and lateral wall of the nasal cavity and then continues forward on the undersurface of the nasal bone. It passes onto the external surface of the nose by traveling between the nasal bone and lateral nasal cartilage, and then terminates as the external nasal nerve, which supplies skin around the naris, in the nasal vestibule, and on the tip of the nose.",903
